movieId,rating,userId,title,year,genre,rating_class
164,3.32,79,Devil in a Blue Dress,1995,5,2
165,3.56,6,Die Hard: With a Vengeance,1995,3,0
166,2.83,182,"Doom Generation, The",1995,2,2
168,3.08,6,First Knight,1995,3,2
169,2.4,181,Free Willy 2: The Adventure Home,1995,1,1
170,3.23,6,Hackers,1995,3,2
171,3.83,4,Jeffrey,1995,2,0
172,2.68,15,Johnny Mnemonic,1995,3,2
173,2.67,19,Judge Dredd,1995,3,2
174,2.7,6,Jury Duty,1995,2,2
175,3.98,23,Kids,1995,4,0
176,4.31,4,Living in Oblivion,1995,2,0
177,2.75,6,Lord of Illusions,1995,11,2
178,1.0,191,Love & Human Remains,1993,2,1
179,1.5,6,Mad Love,1995,4,1
180,3.4,6,Mallrats,1995,2,2
181,2.26,6,Mighty Morphin Power Rangers: The Movie,1995,3,1
183,3.5,325,Mute Witness,1994,2,0
184,3.5,603,Nadja,1994,4,0
185,3.04,6,"Net, The",1995,3,2
186,2.82,6,Nine Months,1995,2,2
187,4.12,9,Party Girl,1995,2,0
188,3.46,136,"Prophecy, The",1995,12,2
189,3.0,6,Reckless,1995,2,2
190,2.8,4,Safe,1995,10,2
191,2.42,6,"Scarlet Letter, The",1995,4,1
193,2.47,14,Showgirls,1995,4,1
194,3.67,32,Smoke,1995,2,0
195,3.1,6,Something to Talk About,1995,2,2
196,2.67,6,Species,1995,11,2
198,3.25,57,Strange Days,1995,3,2
199,4.12,40,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,4,0
201,3.0,6,Three Wishes,1995,4,2
202,3.0,606,Total Eclipse,1995,4,2
203,3.43,32,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,2,2
204,2.72,6,Under Siege 2: Dark Territory,1995,3,2
205,3.17,6,Unstrung Heroes,1995,2,2
206,3.0,385,Unzipped,1995,9,2
207,3.43,6,"Walk in the Clouds, A",1995,4,2
208,2.91,6,Waterworld,1995,3,2
209,3.17,6,White Man's Burden,1995,4,2
210,3.0,6,Wild Bill,1995,13,2
211,3.5,28,"Browning Version, The",1994,4,0
212,3.0,6,Bushwhacked,1995,1,2
213,3.83,105,Burnt by the Sun (Utomlyonnye solntsem),1994,4,0
214,4.0,84,Before the Rain (Pred dozhdot),1994,4,0
215,4.04,4,Before Sunrise,1995,4,0
216,3.33,1,Billy Madison,1995,2,2
217,2.33,6,"Babysitter, The",1995,4,1
218,3.43,6,Boys on the Side,1995,2,2
219,3.0,6,"Cure, The",1995,4,2
220,3.0,604,Castle Freak,1995,11,2
222,3.75,4,Circle of Friends,1995,4,0
223,3.86,1,Clerks,1994,2,0
224,3.61,6,Don Juan DeMarco,1995,2,0
225,3.54,6,Disclosure,1994,4,0
227,2.86,42,Drop Zone,1994,3,2
228,2.33,40,Destiny Turns on the Radio,1995,2,1
229,3.43,191,Death and the Maiden,1994,4,2
230,3.4,6,Dolores Claiborne,1995,4,2
231,3.06,1,Dumb & Dumber (Dumb and Dumber),1994,1,2
232,3.89,4,Eat Drink Man Woman (Yin shi nan nu),1994,2,0
233,3.5,101,Exotica,1994,4,0
234,2.59,6,Exit to Eden,1994,2,2
235,3.68,1,Ed Wood,1994,2,0
236,3.48,6,French Kiss,1995,3,2
237,3.34,6,Forget Paris,1995,2,2
238,4.0,27,Far From Home: The Adventures of Yellow Dog,1995,1,0
239,3.0,6,"Goofy Movie, A",1995,8,2
240,2.38,6,Hideaway,1995,10,1
241,4.0,607,Fluke,1995,6,0
242,3.6,160,Farinelli: il castrato,1994,4,0
243,3.0,6,Gordy,1995,6,2
246,4.29,32,Hoop Dreams,1994,9,0
247,3.93,4,Heavenly Creatures,1994,5,0
248,3.18,6,Houseguest,1994,2,2
249,3.72,33,Immortal Beloved,1994,4,0
250,2.5,6,Heavyweights (Heavy Weights),1995,6,2
251,3.0,6,"Hunted, The",1995,3,2
252,3.45,6,I.Q.,1994,2,2
253,3.46,5,Interview with the Vampire: The Vampire Chronicles,1994,4,2
254,3.0,6,Jefferson in Paris,1995,4,2
255,2.07,66,"Jerky Boys, The",1995,2,1
256,2.83,6,Junior,1994,2,2
257,3.5,6,Just Cause,1995,7,0
258,2.6,6,"Kid in King Arthur's Court, A",1995,1,2
259,3.2,43,Kiss of Death,1995,5,2
260,4.23,1,Star Wars: Episode IV - A New Hope,1977,3,0
261,3.88,5,Little Women,1994,4,0
262,3.9,6,"Little Princess, A",1995,6,0
263,4.0,606,Ladybird Ladybird,1994,4,0
265,3.94,4,Like Water for Chocolate (Como agua para chocolate),1992,4,0
266,3.4,5,Legends of the Fall,1994,4,2
267,2.94,6,Major Payne,1995,2,2
269,3.0,191,My Crazy Life (Mi vida loca),1993,4,2
270,3.4,6,Love Affair,1994,4,2
271,3.5,6,Losing Isaiah,1995,4,0
272,3.76,23,"Madness of King George, The",1994,2,0
273,2.95,6,Mary Shelley's Frankenstein (Frankenstein),1994,4,2
274,2.93,6,Man of the House,1995,2,2
275,2.0,217,Mixed Nuts,1994,2,1
276,3.25,6,Milk Money,1994,2,2
277,3.22,6,Miracle on 34th Street,1994,4,2
278,1.5,294,Miami Rhapsody,1995,2,1
279,3.0,6,My Family,1995,4,2
280,4.08,58,Murder in the First,1995,4,0
281,3.79,6,Nobody's Fool,1994,2,0
282,3.34,6,Nell,1994,4,2
283,3.67,109,New Jersey Drive,1995,5,0
284,4.5,594,New York Cop (Nyû Yôku no koppu),1993,3,0
285,4.0,604,Beyond Bedlam,1993,4,0
287,3.0,84,Nina Takes a Lover,1994,2,2
288,3.23,6,Natural Born Killers,1994,3,2
289,3.56,6,Only You,1994,2,0
290,4.04,5,Once Were Warriors,1994,5,0
291,2.33,6,Poison Ivy II,1996,4,1
292,3.43,6,Outbreak,1995,3,2
293,4.02,6,Léon: The Professional (a.k.a. The Professional) (Léon),1994,3,0
294,3.0,262,"Perez Family, The",1995,2,2
295,3.0,19,"Pyromaniac's Love Story, A",1995,2,2
296,4.2,1,Pulp Fiction,1994,2,0
298,2.0,275,Pushing Hands (Tui shou),1992,4,1
299,4.0,84,Priest,1994,4,0
300,3.52,5,Quiz Show,1994,4,0
301,4.0,603,Picture Bride (Bijo photo),1994,4,0
302,3.2,6,"Queen Margot (Reine Margot, La)",1994,4,2
303,2.95,6,"Quick and the Dead, The",1995,3,2
304,3.67,6,Roommates,1995,2,0
305,2.83,13,Ready to Wear (Pret-A-Porter),1994,2,2
306,4.22,40,Three Colors: Red (Trois couleurs: Rouge),1994,4,0
307,3.9,33,Three Colors: Blue (Trois couleurs: Bleu),1993,4,0
308,4.03,33,Three Colors: White (Trzy kolory: Bialy),1994,2,0
310,3.0,6,Rent-a-Kid,1995,2,2
311,3.0,604,Relative Fear,1994,11,2
312,1.44,6,Stuart Saves His Family,1995,2,1
313,3.33,6,"Swan Princess, The",1994,8,2
314,3.75,6,"Secret of Roan Inish, The",1994,6,0
315,3.08,6,"Specialist, The",1994,3,2
316,3.38,1,Stargate,1994,3,2
317,3.2,6,"Santa Clause, The",1994,2,2
318,4.43,2,"Shawshank Redemption, The",1994,5,0
319,3.6,4,Shallow Grave,1994,2,0
320,3.0,603,Suture,1993,14,2
321,4.0,84,Strawberry and Chocolate (Fresa y chocolate),1993,4,0
322,3.55,33,Swimming with Sharks,1995,2,0
324,4.0,84,"Sum of Us, The",1994,2,0
325,2.5,19,National Lampoon's Senior Trip,1995,2,2
326,4.0,84,To Live (Huozhe),1994,4,0
327,2.82,6,Tank Girl,1995,3,2
328,3.15,19,Tales from the Crypt Presents: Demon Knight,1995,11,2
329,3.39,6,Star Trek: Generations,1994,1,2
330,3.0,6,Tales from the Hood,1995,3,2
331,3.0,84,Tom & Viv,1994,4,2
332,2.83,6,Village of the Damned,1995,11,2
333,3.78,1,Tommy Boy,1995,2,0
334,4.2,23,Vanya on 42nd Street,1994,4,0
335,3.5,372,Underneath,1995,7,0
336,3.0,6,"Walking Dead, The",1995,4,2
337,3.77,6,What's Eating Gilbert Grape,1993,4,0
338,2.84,19,Virtuosity,1995,3,2
339,3.47,6,While You Were Sleeping,1995,2,2
340,3.4,6,"War, The",1994,1,2
341,4.0,290,Double Happiness,1994,4,0
342,3.27,4,Muriel's Wedding,1994,2,2
343,2.9,6,"Baby-Sitters Club, The",1995,6,2
344,3.04,5,Ace Ventura: Pet Detective,1994,2,2
345,3.6,4,"Adventures of Priscilla, Queen of the Desert, The",1994,2,0
346,3.5,109,Backbeat,1993,4,0
347,3.5,6,Bitter Moon,1992,4,0
348,3.58,4,Bullets Over Broadway,1994,2,0
349,3.6,1,Clear and Present Danger,1994,3,0
350,3.39,6,"Client, The",1994,4,2
351,3.18,4,"Corrina, Corrina",1994,2,2
352,2.5,6,Crooklyn,1994,2,2
353,3.61,6,"Crow, The",1994,3,0
354,3.33,6,Cobb,1994,4,2
355,2.36,6,"Flintstones, The",1994,6,1
356,4.16,1,Forrest Gump,1994,2,0
357,3.52,4,Four Weddings and a Funeral,1994,2,0
358,2.67,6,Higher Learning,1995,4,2
359,3.0,6,I Like It Like That,1994,2,2
360,2.69,6,I Love Trouble,1994,3,2
361,3.06,6,It Could Happen to You,1994,2,2
362,3.53,1,"Jungle Book, The",1994,1,0
363,4.0,387,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",1993,9,0
364,3.94,5,"Lion King, The",1994,1,0
365,3.25,64,Little Buddha,1993,4,2
366,2.92,6,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1994,4,2
367,3.18,1,"Mask, The",1994,3,2
368,3.5,4,Maverick,1994,1,0
369,4.0,84,Mrs. Parker and the Vicious Circle,1994,4,0
370,3.06,6,Naked Gun 33 1/3: The Final Insult,1994,3,2
371,3.31,6,"Paper, The",1994,2,2
372,2.76,19,Reality Bites,1994,2,2
373,3.64,140,Red Rock West,1992,10,0
374,2.2,6,Richie Rich,1994,6,1
376,3.25,11,"River Wild, The",1994,3,2
377,3.53,6,Speed,1994,3,0
378,2.79,6,Speechless,1994,2,2
379,2.5,19,Timecop,1994,3,2
380,3.5,5,True Lies,1994,3,0
381,3.82,6,When a Man Loves a Woman,1994,4,0
382,3.16,6,Wolf,1994,4,2
383,3.1,6,Wyatt Earp,1994,13,2
384,3.25,91,Bad Company,1995,3,2
385,4.0,33,"Man of No Importance, A",1994,4,0
386,3.0,414,S.F.W.,1994,4,2
387,2.38,51,"Low Down Dirty Shame, A",1994,3,1
388,3.0,265,Boys Life,1995,4,2
389,4.5,410,"Colonel Chabert, Le",1994,4,0
390,3.7,132,Faster Pussycat! Kill! Kill!,1965,3,0
391,4.5,47,Jason's Lyric,1994,5,0
393,2.5,135,Street Fighter,1994,3,2
405,2.42,6,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994,3,1
406,3.0,84,Federal Hill,1994,4,2
407,3.44,19,In the Mouth of Madness,1995,11,2
408,3.0,42,8 Seconds,1994,4,2
409,2.0,307,Above the Rim,1994,5,1
410,3.1,5,Addams Family Values,1993,6,2
412,3.5,6,"Age of Innocence, The",1993,4,0
413,2.79,42,Airheads,1994,2,2
414,2.33,19,"Air Up There, The",1994,2,1
415,2.53,6,Another Stakeout,1993,2,2
416,2.5,6,Bad Girls,1994,13,2
417,3.69,4,Barcelona,1994,2,0
418,3.0,42,Being Human,1993,4,2
419,2.68,6,"Beverly Hillbillies, The",1993,2,2
420,2.72,19,Beverly Hills Cop III,1994,3,2
421,3.21,27,Black Beauty,1994,1,2
422,3.2,19,Blink,1994,10,2
423,2.85,1,Blown Away,1994,3,2
424,1.83,42,Blue Chips,1994,4,1
425,3.75,156,Blue Sky,1994,4,0
426,3.14,6,Body Snatchers,1993,11,2
427,2.54,19,Boxing Helena,1993,4,2
428,3.72,28,"Bronx Tale, A",1993,4,0
429,2.0,217,Cabin Boy,1994,2,1
430,3.75,575,Calendar Girl,1993,2,0
431,3.74,18,Carlito's Way,1993,5,0
432,2.65,6,City Slickers II: The Legend of Curly's Gold,1994,1,2
433,2.75,42,Clean Slate,1994,2,2
434,3.03,6,Cliffhanger,1993,3,2
435,2.42,6,Coneheads,1993,2,1
436,2.57,42,Color of Night,1994,4,2
437,2.17,6,Cops and Robbersons,1994,2,1
438,2.71,217,"Cowboy Way, The",1994,3,2
440,3.55,6,Dave,1993,2,0
441,3.93,1,Dazed and Confused,1993,2,0
442,3.09,18,Demolition Man,1993,3,2
444,2.33,217,Even Cowgirls Get the Blues,1993,2,1
445,3.0,6,Fatal Instinct,1993,2,2
446,3.83,33,Farewell My Concubine (Ba wang bie ji),1993,4,0
448,3.62,14,Fearless,1993,4,0
449,1.0,500,Fear of a Black Hat,1994,2,1
450,3.0,4,With Honors,1994,2,2
451,4.0,469,Flesh and Bone,1993,4,0
452,3.0,33,Widows' Peak,1994,4,2
453,2.8,181,For Love or Money,1993,2,2
454,3.53,6,"Firm, The",1993,4,0
455,2.39,6,Free Willy,1993,1,1
456,3.75,28,Fresh,1994,5,0
457,3.99,1,"Fugitive, The",1993,10,0
458,2.8,6,Geronimo: An American Legend,1993,4,2
459,2.25,42,"Getaway, The",1994,3,1
460,2.67,6,Getting Even with Dad,1994,2,2
461,2.75,202,Go Fish,1994,4,2
464,2.9,91,Hard Target,1993,3,2
466,2.87,6,Hot Shots! Part Deux,1993,3,2
467,5.0,492,Live Nude Girls,1995,2,0
468,3.2,6,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,2,2
469,3.4,6,"House of the Spirits, The",1993,4,2
470,1.0,294,House Party 3,1994,2,1
471,3.55,32,"Hudsucker Proxy, The",1994,2,0
472,2.58,6,I'll Do Anything,1994,2,2
473,1.86,57,In the Army Now,1994,2,1
474,3.69,5,In the Line of Fire,1993,3,0
475,4.3,4,In the Name of the Father,1993,4,0
476,1.0,266,"Inkwell, The",1994,2,1
477,3.38,6,What's Love Got to Do with It?,1993,4,2
478,2.5,599,Jimmy Hollywood,1994,2,2
479,2.25,51,Judgment Night,1993,3,1
480,3.75,1,Jurassic Park,1993,3,0
481,3.16,28,Kalifornia,1993,4,2
482,3.62,51,Killing Zoe,1994,5,0
484,3.0,43,Lassie,1994,1,2
485,2.93,6,Last Action Hero,1993,3,2
486,3.0,19,Life with Mikey,1993,2,2
487,2.5,115,Lightning Jack,1994,2,2
488,3.0,474,M. Butterfly,1993,4,2
489,2.86,6,Made in America,1993,2,2
490,3.0,6,Malice,1993,10,2
491,3.29,6,"Man Without a Face, The",1993,4,2
492,3.75,4,Manhattan Murder Mystery,1993,2,0
493,3.67,6,Menace II Society,1993,3,0
494,3.38,6,Executive Decision,1996,3,2
495,5.0,603,In the Realm of the Senses (Ai no corrida),1976,4,0
496,5.0,191,What Happened Was...,1994,2,0
497,3.81,6,Much Ado About Nothing,1993,2,0
499,2.5,294,Mr. Wonderful,1993,2,2
500,3.39,1,Mrs. Doubtfire,1993,2,2
501,3.67,125,Naked,1993,4,0
502,2.37,6,"Next Karate Kid, The",1994,3,1
504,3.0,217,No Escape,1994,3,2
505,2.21,6,North,1994,2,1
506,4.5,603,Orlando,1992,4,0
507,3.38,28,"Perfect World, A",1993,5,2
508,3.61,6,Philadelphia,1993,4,0
509,3.54,4,"Piano, The",1993,4,0
510,3.0,6,Poetic Justice,1993,4,2
511,3.0,11,"Program, The",1993,3,2
512,3.0,19,"Puppet Masters, The",1994,11,2
513,3.38,19,Radioland Murders,1994,2,2
514,3.42,40,"Ref, The",1994,2,2
515,3.6,5,"Remains of the Day, The",1993,4,0
516,3.06,6,Renaissance Man,1994,2,2
517,3.28,217,Rising Sun,1993,3,2
518,2.38,57,"Road to Wellville, The",1994,2,1
519,2.4,43,RoboCop 3,1993,3,1
520,3.13,6,Robin Hood: Men in Tights,1993,2,2
521,3.17,346,Romeo Is Bleeding,1993,5,2
522,3.29,51,Romper Stomper,1992,3,2
523,3.5,66,Ruby in Paradise,1993,4,0
524,3.49,6,Rudy,1993,4,2
526,4.0,603,"Savage Nights (Nuits fauves, Les)",1992,4,0
527,4.22,1,Schindler's List,1993,4,0
528,2.33,109,"Scout, The",1994,2,1
529,3.88,11,Searching for Bobby Fischer,1993,4,0
531,3.25,5,"Secret Garden, The",1993,6,2
532,3.0,6,Serial Mom,1994,2,2
533,2.89,91,"Shadow, The",1994,3,2
534,3.61,5,Shadowlands,1993,4,0
535,3.27,66,Short Cuts,1993,4,2
536,3.33,6,"Simple Twist of Fate, A",1994,4,2
537,3.17,6,Sirens,1994,4,2
538,3.58,4,Six Degrees of Separation,1993,4,0
539,3.47,4,Sleepless in Seattle,1993,2,2
540,2.67,6,Sliver,1993,10,2
541,4.1,16,Blade Runner,1982,3,0
542,2.79,6,Son in Law,1993,2,2
543,3.32,1,So I Married an Axe Murderer,1993,2,2
544,2.44,36,Striking Distance,1993,3,1
546,2.0,6,Super Mario Bros.,1993,3,1
547,3.25,244,Surviving the Game,1994,3,2
548,2.75,6,Terminal Velocity,1994,3,2
549,4.5,410,Thirty-Two Short Films About Glenn Gould,1993,4,0
550,3.4,42,Threesome,1994,2,2
551,3.55,19,"Nightmare Before Christmas, The",1993,8,0
552,3.26,1,"Three Musketeers, The",1993,3,2
553,3.82,1,Tombstone,1993,3,0
555,3.8,18,True Romance,1993,5,0
556,3.33,275,"War Room, The",1993,9,2
558,2.94,19,"Pagemaster, The",1994,3,2
562,3.54,33,Welcome to the Dollhouse,1995,2,0
563,4.0,606,Germinal,1993,4,0
564,1.5,217,Chasers,1994,2,1
567,2.0,132,Kika,1993,2,1
568,3.5,436,Bhaji on the Beach,1993,2,0
569,2.67,6,Little Big League,1994,2,2
573,3.5,606,"Ciao, Professore! (Io speriamo che me la cavo)",1992,4,0
574,3.25,202,Spanking the Monkey,1994,2,2
575,2.66,6,"Little Rascals, The",1994,6,2
577,2.12,234,Andre,1994,1,1
579,3.0,606,"Escort, The (Scorta, La)",1993,5,2
580,2.8,33,Princess Caraboo,1994,4,2
581,4.0,90,"Celluloid Closet, The",1995,9,0
583,4.0,606,Dear Diary (Caro Diario),1994,2,0
585,2.74,38,"Brady Bunch Movie, The",1995,2,2
586,3.0,8,Home Alone,1990,6,2
587,3.43,6,Ghost,1990,2,2
588,3.79,4,Aladdin,1992,1,0
589,3.97,5,Terminator 2: Judgment Day,1991,3,0
590,3.84,1,Dances with Wolves,1990,1,0
592,3.43,1,Batman,1989,3,2
593,4.16,1,"Silence of the Lambs, The",1991,5,0
594,3.62,5,Snow White and the Seven Dwarfs,1937,8,0
595,3.77,4,Beauty and the Beast,1991,8,0
596,3.45,1,Pinocchio,1940,8,2
597,3.49,5,Pretty Woman,1990,2,2
599,3.82,4,"Wild Bunch, The",1969,1,0
600,4.0,182,Love and a .45,1994,3,0
602,4.0,603,"Great Day in Harlem, A",1994,9,0
605,3.0,31,One Fine Day,1996,4,2
606,3.0,6,Candyman: Farewell to the Flesh,1995,12,2
608,4.12,1,Fargo,1996,2,0
609,3.57,6,Homeward Bound II: Lost in San Francisco,1996,1,0
610,3.55,19,Heavy Metal,1981,3,0
611,2.42,19,Hellraiser: Bloodline,1996,3,1
612,2.5,31,"Pallbearer, The",1996,2,2
613,3.19,33,Jane Eyre,1996,4,2
615,3.0,597,Bread and Chocolate (Pane e cioccolata),1973,2,2
616,3.41,6,"Aristocats, The",1970,8,2
617,2.83,90,"Flower of My Secret, The (La flor de mi secreto)",1995,2,2
618,3.0,314,Two Much,1995,2,2
619,2.6,274,Ed,1996,2,2
626,5.0,544,"Thin Line Between Love and Hate, A",1996,2,0
627,3.33,9,"Last Supper, The",1995,4,2
628,3.64,6,Primal Fear,1996,5,0
631,3.18,6,All Dogs Go to Heaven 2,1996,1,2
632,4.0,606,Land and Freedom (Tierra y libertad),1995,4,0
633,5.0,555,Denise Calls Up,1995,2,0
634,2.25,151,Theodore Rex,1995,2,1
635,3.0,28,"Family Thing, A",1996,2,2
636,3.0,604,Frisk,1995,4,2
637,3.05,6,Sgt. Bilko,1996,2,2
638,3.0,474,Jack and Sarah,1995,15,2
639,3.0,42,Girl 6,1996,2,2
640,2.68,6,Diabolique,1996,4,2
645,3.5,603,Nelly & Monsieur Arnaud,1995,4,0
647,3.33,3,Courage Under Fire,1996,3,2
648,3.54,1,Mission: Impossible,1996,3,0
649,3.0,603,Cold Fever (Á köldum klaka),1995,2,2
650,3.0,414,Moll Flanders,1996,4,2
653,3.09,18,Dragonheart,1996,3,2
656,3.0,117,Eddie,1996,2,2
661,3.45,1,James and the Giant Peach,1996,1,2
662,3.29,6,Fear,1996,10,2
663,3.29,44,Kids in the Hall: Brain Candy,1996,2,2
665,4.33,105,Underground,1995,2,0
667,2.81,6,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),1996,3,2
668,4.25,191,Song of the Little Road (Pather Panchali),1955,4,0
670,4.75,410,"World of Apu, The (Apur Sansar)",1959,4,0
671,3.49,19,Mystery Science Theater 3000: The Movie,1996,2,2
673,2.71,1,Space Jam,1996,1,2
674,3.17,19,Barbarella,1968,1,2
678,3.83,16,Some Folks Call It a Sling Blade,1993,4,0
